epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,238.63,1.08455,2.30081,1.35497,0.38192,0.57457,0.66277,0.3324,1.30353,2.59139,1.62062,0.000956094,0.000956094,0.000956094
21,249.646,1.23424,2.34154,1.41639,0.46448,0.70921,0.61808,0.36011,1.20975,4.59262,1.54014,0.000940625,0.000940625,0.000940625
22,261.017,1.28836,2.18031,1.40728,0.46448,0.70921,0.61808,0.36011,1.20975,4.59262,1.54014,0.000925156,0.000925156,0.000925156
23,272.329,1.27544,2.17277,1.40815,0.46448,0.70921,0.61808,0.36011,1.20975,4.59262,1.54014,0.000909688,0.000909688,0.000909688
24,283.68,1.2512,2.30668,1.43675,0.46448,0.70921,0.61808,0.36011,1.20975,4.59262,1.54014,0.000894219,0.000894219,0.000894219
25,294.503,1.2062,2.33539,1.41408,0.704,0.53256,0.65173,0.38815,1.14844,3.24879,1.39893,0.00087875,0.00087875,0.00087875
26,305.77,1.42059,2.40173,1.4918,0.704,0.53256,0.65173,0.38815,1.14844,3.24879,1.39893,0.000863281,0.000863281,0.000863281
27,318.362,1.12633,1.98485,1.28355,0.704,0.53256,0.65173,0.38815,1.14844,3.24879,1.39893,0.000847813,0.000847813,0.000847813
28,329.725,1.12202,2.0222,1.27237,0.704,0.53256,0.65173,0.38815,1.14844,3.24879,1.39893,0.000832344,0.000832344,0.000832344
29,341.861,1.16396,2.06681,1.31158,0.704,0.53256,0.65173,0.38815,1.14844,3.24879,1.39893,0.000816875,0.000816875,0.000816875
30,353.848,1.14884,2.03435,1.34056,0.3924,0.82712,0.71032,0.46937,1.01664,2.28441,1.26378,0.000801406,0.000801406,0.000801406
31,364.884,1.01204,1.74379,1.18106,0.3924,0.82712,0.71032,0.46937,1.01664,2.28441,1.26378,0.000785938,0.000785938,0.000785938
32,376.167,1.10447,2.03341,1.31297,0.3924,0.82712,0.71032,0.46937,1.01664,2.28441,1.26378,0.000770469,0.000770469,0.000770469
33,388.849,1.04275,1.8329,1.26257,0.3924,0.82712,0.71032,0.46937,1.01664,2.28441,1.26378,0.000755,0.000755,0.000755
34,401.553,1.15932,1.95088,1.22771,0.3924,0.82712,0.71032,0.46937,1.01664,2.28441,1.26378,0.000739531,0.000739531,0.000739531
35,412.763,1.10747,1.81905,1.31853,0.67411,0.87906,0.86319,0.59759,0.95048,1.82065,1.28863,0.000724062,0.000724062,0.000724062
36,426.351,1.08875,1.80779,1.26268,0.67411,0.87906,0.86319,0.59759,0.95048,1.82065,1.28863,0.000708594,0.000708594,0.000708594
37,438.324,1.13084,1.92093,1.26889,0.67411,0.87906,0.86319,0.59759,0.95048,1.82065,1.28863,0.000693125,0.000693125,0.000693125
38,450.698,1.11018,1.82662,1.18966,0.67411,0.87906,0.86319,0.59759,0.95048,1.82065,1.28863,0.000677656,0.000677656,0.000677656
39,461.982,1.07856,1.79348,1.22654,0.80144,0.83065,0.94867,0.7088,0.95774,1.635,1.31222,0.000662188,0.000662188,0.000662188
40,473.236,1.22104,2.23816,1.38567,0.80144,0.83065,0.94867,0.7088,0.95774,1.635,1.31222,0.000646719,0.000646719,0.000646719
41,484.212,0.98953,1.66405,1.24303,0.80144,0.83065,0.94867,0.7088,0.95774,1.635,1.31222,0.00063125,0.00063125,0.00063125
42,494.865,0.90978,2.02451,1.25032,0.80144,0.83065,0.94867,0.7088,0.95774,1.635,1.31222,0.000615781,0.000615781,0.000615781
43,505.315,1.07259,2.12649,1.26201,0.80144,0.83065,0.94867,0.7088,0.95774,1.635,1.31222,0.000600313,0.000600313,0.000600313
44,515.719,1.10919,1.75826,1.31275,0.89537,0.83839,0.94138,0.71462,0.94514,1.45761,1.27807,0.000584844,0.000584844,0.000584844
45,525.929,0.96333,1.44961,1.19552,0.89537,0.83839,0.94138,0.71462,0.94514,1.45761,1.27807,0.000569375,0.000569375,0.000569375
46,536.756,1.01158,1.59577,1.21025,0.89537,0.83839,0.94138,0.71462,0.94514,1.45761,1.27807,0.000553906,0.000553906,0.000553906
47,547.526,1.00588,1.55258,1.17951,0.89537,0.83839,0.94138,0.71462,0.94514,1.45761,1.27807,0.000538438,0.000538438,0.000538438
48,558.326,0.97003,1.67011,1.22531,0.94837,0.85297,0.94786,0.66403,0.9763,1.34225,1.28978,0.000522969,0.000522969,0.000522969
49,568.936,0.93234,1.48001,1.18791,0.94837,0.85297,0.94786,0.66403,0.9763,1.34225,1.28978,0.0005075,0.0005075,0.0005075
50,579.553,1.02923,1.64371,1.26967,0.94837,0.85297,0.94786,0.66403,0.9763,1.34225,1.28978,0.000492031,0.000492031,0.000492031
51,589.933,0.98129,1.49277,1.12932,0.94837,0.85297,0.94786,0.66403,0.9763,1.34225,1.28978,0.000476562,0.000476562,0.000476562
52,600.532,0.98102,1.54515,1.21236,0.94837,0.85297,0.94786,0.66403,0.9763,1.34225,1.28978,0.000461094,0.000461094,0.000461094
53,611.302,0.97076,1.5548,1.1569,0.93924,0.86089,0.94344,0.67487,1.02501,1.32818,1.32673,0.000445625,0.000445625,0.000445625
54,621.977,0.97397,1.5602,1.19128,0.93924,0.86089,0.94344,0.67487,1.02501,1.32818,1.32673,0.000430156,0.000430156,0.000430156
55,632.283,0.88837,1.47239,1.16209,0.93924,0.86089,0.94344,0.67487,1.02501,1.32818,1.32673,0.000414688,0.000414688,0.000414688
56,643.354,0.91667,1.41756,1.12898,0.93924,0.86089,0.94344,0.67487,1.02501,1.32818,1.32673,0.000399219,0.000399219,0.000399219
57,654.095,1.01832,1.48726,1.20789,0.85949,0.8912,0.96866,0.68016,1.01386,1.35418,1.34181,0.00038375,0.00038375,0.00038375
58,665.059,0.95046,1.41369,1.14205,0.85949,0.8912,0.96866,0.68016,1.01386,1.35418,1.34181,0.000368281,0.000368281,0.000368281
59,675.937,0.9213,1.44012,1.1542,0.85949,0.8912,0.96866,0.68016,1.01386,1.35418,1.34181,0.000352812,0.000352812,0.000352812
60,686.422,0.87017,1.29046,1.14154,0.85949,0.8912,0.96866,0.68016,1.01386,1.35418,1.34181,0.000337344,0.000337344,0.000337344
61,696.959,0.9083,1.54498,1.14127,0.85949,0.8912,0.96866,0.68016,1.01386,1.35418,1.34181,0.000321875,0.000321875,0.000321875
62,707.559,0.85377,1.30655,1.12558,0.87771,0.8977,0.96866,0.71286,0.94215,1.36216,1.29346,0.000306406,0.000306406,0.000306406
63,717.829,0.97872,1.6643,1.29793,0.87771,0.8977,0.96866,0.71286,0.94215,1.36216,1.29346,0.000290937,0.000290937,0.000290937
64,728.798,0.81439,1.46471,1.18404,0.87771,0.8977,0.96866,0.71286,0.94215,1.36216,1.29346,0.000275469,0.000275469,0.000275469
65,739.683,0.89375,1.53937,1.06097,0.87771,0.8977,0.96866,0.71286,0.94215,1.36216,1.29346,0.00026,0.00026,0.00026
66,749.847,0.92915,1.45081,1.21124,0.87771,0.8977,0.96866,0.71286,0.94215,1.36216,1.29346,0.000244531,0.000244531,0.000244531
67,760.499,0.8318,1.14251,1.0672,0.8945,0.90871,0.96866,0.68076,0.93257,1.31279,1.2872,0.000229063,0.000229063,0.000229063
68,771.509,0.9121,1.43392,1.16799,0.8945,0.90871,0.96866,0.68076,0.93257,1.31279,1.2872,0.000213594,0.000213594,0.000213594
69,782.018,0.8901,1.3095,1.09471,0.8945,0.90871,0.96866,0.68076,0.93257,1.31279,1.2872,0.000198125,0.000198125,0.000198125
70,792.441,0.90978,1.2339,1.08962,0.8945,0.90871,0.96866,0.68076,0.93257,1.31279,1.2872,0.000182656,0.000182656,0.000182656
71,803.091,0.93159,1.80382,1.20576,0.96523,0.9101,0.97437,0.69447,0.92581,1.24959,1.29217,0.000167188,0.000167188,0.000167188
72,813.212,1.03922,1.98214,1.26817,0.96523,0.9101,0.97437,0.69447,0.92581,1.24959,1.29217,0.000151719,0.000151719,0.000151719
73,823.282,0.91042,1.70682,1.09601,0.96523,0.9101,0.97437,0.69447,0.92581,1.24959,1.29217,0.00013625,0.00013625,0.00013625
74,833.504,0.93369,1.76587,1.10578,0.96523,0.9101,0.97437,0.69447,0.92581,1.24959,1.29217,0.000120781,0.000120781,0.000120781
75,843.325,0.89783,1.73933,1.22279,0.96523,0.9101,0.97437,0.69447,0.92581,1.24959,1.29217,0.000105312,0.000105312,0.000105312
76,853.16,0.82228,1.51395,1.10893,0.96699,0.90701,0.97437,0.69182,0.9043,1.3042,1.27793,8.98437e-05,8.98437e-05,8.98437e-05
77,863.01,0.85278,1.63125,1.12407,0.96699,0.90701,0.97437,0.69182,0.9043,1.3042,1.27793,7.4375e-05,7.4375e-05,7.4375e-05
78,872.884,0.88789,1.67307,1.21788,0.96699,0.90701,0.97437,0.69182,0.9043,1.3042,1.27793,5.89062e-05,5.89062e-05,5.89062e-05
79,883.296,0.95714,1.7579,1.26129,0.96699,0.90701,0.97437,0.69182,0.9043,1.3042,1.27793,4.34375e-05,4.34375e-05,4.34375e-05
80,893.762,0.85741,1.63279,1.07036,0.96616,0.91587,0.962,0.6897,0.9228,1.36104,1.29492,2.79687e-05,2.79687e-05,2.79687e-05
